trip_id,start_dt,end_dt,duration_min_reported,duration_min_actual,start_station,end_station,start_lat,start_lon,end_lat,end_lon,distance_km,speed_kmh,trip_route_category,passholder_type,bike_type,plan_duration,duration_abs_diff_min,flag_time_parse_error,flag_negative_or_zero_duration,flag_duration_mismatch_gt2,flag_speed_unrealistic,flag_same_station_low_dist
497799876,2025-04-01 03:27:00,2025-04-01 03:51:00,24,24.0,4443,4443,34.022091,-118.279793,34.022091,-118.279793,0.0,0.0,Round Trip,Walk-up,standard,1,0.0,False,False,False,False,True
497799855,2025-04-01 03:43:00,2025-04-01 03:49:00,6,6.0,4446,3035,34.05323,-118.278419,34.048401,-118.260948,1.6967986913079498,16.967986913079496,One Way,Annual Pass,electric,365,0.0,False,False,False,False,False
497801261,2025-04-01 04:08:00,2025-04-01 04:14:00,6,6.0,4645,4564,34.023411,-118.429008,34.035351,-118.434143,1.409476416920716,14.094764169207158,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497801350,2025-04-01 04:13:00,2025-04-01 04:42:00,29,29.0,4447,4450,34.0616,-118.28199,34.063492,-118.287163,0.520895177360758,1.0777141600567406,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497801323,2025-04-01 04:16:00,2025-04-01 04:38:00,22,22.0,3042,4491,34.049301,-118.238808,34.04744,-118.24794,0.8664261138110168,2.362980310393682,One Way,One Day Pass,standard,1,0.0,False,False,False,False,False
497801393,2025-04-01 04:39:00,2025-04-01 04:47:00,7,8.0,4445,3014,34.073639,-118.251572,34.05661,-118.237213,2.309747080769432,17.323103105770738,One Way,Annual Pass,electric,365,1.0,False,False,False,False,False
497802780,2025-04-01 04:43:00,2025-04-01 05:12:00,29,29.0,4450,4450,34.063492,-118.287163,34.063492,-118.287163,0.0,0.0,Round Trip,Monthly Pass,electric,30,0.0,False,False,False,False,True
497802820,2025-04-01 05:19:00,2025-04-01 05:22:00,3,3.0,4450,4304,34.063492,-118.287163,34.06258,-118.290092,0.2882371548182747,5.764743096365494,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497802894,2025-04-01 05:45:00,2025-04-01 05:52:00,7,7.0,4217,3005,34.04031,-118.25827,34.0485,-118.258537,0.9110186559139053,7.808731336404902,One Way,Annual Pass,standard,365,0.0,False,False,False,False,False
497802917,2025-04-01 05:51:00,2025-04-01 05:56:00,5,5.0,4569,4558,34.02655,-118.408463,34.025688,-118.395302,1.2166521010614089,14.599825212736906,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497804256,2025-04-01 06:04:00,2025-04-01 06:05:00,1,1.0,4556,4556,34.009022,-118.425011,34.009022,-118.425011,0.0,0.0,Round Trip,Monthly Pass,electric,30,0.0,False,False,False,False,True
497804311,2025-04-01 06:05:00,2025-04-01 06:14:00,9,9.0,4556,4575,34.009022,-118.425011,34.000309,-118.402527,2.2878361135954637,15.252240757303092,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497804386,2025-04-01 06:06:00,2025-04-01 06:22:00,16,16.0,3034,3014,34.042061,-118.263382,34.05661,-118.237213,2.9034508158007086,10.887940559252657,One Way,Annual Pass,standard,365,0.0,False,False,False,False,False
497804505,2025-04-01 06:08:00,2025-04-01 06:15:00,7,7.0,4479,3000,34.031502,-118.288742,,,,,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497804462,2025-04-01 06:11:00,2025-04-01 06:20:00,9,9.0,3027,3000,34.04998,-118.247162,,,,,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497804348,2025-04-01 06:14:00,2025-04-01 06:18:00,4,4.0,4562,4564,34.02697,-118.428207,34.035351,-118.434143,1.0806023093304238,16.209034639956357,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497804515,2025-04-01 06:19:00,2025-04-01 06:35:00,16,16.0,4564,4613,34.035351,-118.434143,34.069752,-118.445351,3.962130451609933,14.85798919353725,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497804448,2025-04-01 06:25:00,2025-04-01 06:29:00,4,4.0,4576,4568,34.022579,-118.40551,34.029121,-118.403168,0.7587805485302853,11.38170822795428,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497804829,2025-04-01 06:27:00,2025-04-01 06:54:00,27,27.0,3007,3069,34.05048,-118.254593,34.05088,-118.248253,0.5857935241702484,1.3017633870449965,One Way,Walk-up,standard,1,0.0,False,False,False,False,False
497804552,2025-04-01 06:33:00,2025-04-01 06:38:00,5,5.0,3014,3016,34.05661,-118.237213,34.052898,-118.241562,0.5752303538098783,6.90276424571854,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497804615,2025-04-01 06:38:00,2025-04-01 06:43:00,5,5.0,4601,4606,34.161709,-118.372818,34.168629,-118.377068,0.8631225091727107,10.35747011007253,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497804751,2025-04-01 06:41:00,2025-04-01 06:51:00,10,10.0,4672,3036,34.045021,-118.253189,34.039188,-118.232529,2.0110563642513584,12.066338185508151,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497804670,2025-04-01 06:42:00,2025-04-01 06:47:00,5,5.0,4479,4245,34.031502,-118.288742,34.02404,-118.283409,0.9643631348673807,11.572357618408569,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497804698,2025-04-01 06:42:00,2025-04-01 06:49:00,7,7.0,3014,3030,34.05661,-118.237213,34.051941,-118.24353,0.7798799162378061,6.6846849963240516,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497804702,2025-04-01 06:43:00,2025-04-01 06:49:00,6,6.0,4450,4524,34.063492,-118.287163,34.06163,-118.301193,1.3088784816167518,13.088784816167518,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497806239,2025-04-01 06:51:00,2025-04-01 07:03:00,12,12.0,4248,4245,34.028351,-118.288673,34.02404,-118.283409,0.6819970015791001,3.4099850078955005,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497806674,2025-04-01 06:52:00,2025-04-01 07:17:00,25,25.0,3062,3063,34.047749,-118.243172,34.048038,-118.253738,0.974005050094828,2.337612120227587,One Way,One Day Pass,standard,1,0.0,False,False,False,False,False
497806314,2025-04-01 06:56:00,2025-04-01 07:08:00,12,12.0,4549,4546,34.022449,-118.438332,34.031399,-118.453629,1.7255943255458506,8.627971627729252,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497810842,2025-04-01 06:57:00,2025-04-01 08:15:00,78,78.0,4566,4566,34.023392,-118.399223,34.023392,-118.399223,0.0,0.0,Round Trip,Monthly Pass,standard,30,0.0,False,False,False,False,True
497807384,2025-04-01 06:57:00,2025-04-01 07:41:00,44,44.0,3069,4490,34.05088,-118.248253,34.053551,-118.255836,0.7591191680303137,1.0351625018595187,One Way,Walk-up,electric,1,0.0,False,False,False,False,False
497806940,2025-04-01 07:05:00,2025-04-01 07:29:00,24,24.0,4664,4390,34.055161,-118.30899,34.069271,-118.296593,1.9405535383464996,4.851383845866248,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497810531,2025-04-01 07:07:00,2025-04-01 08:09:00,62,62.0,4215,4215,34.014309,-118.491341,34.014309,-118.491341,0.0,0.0,Round Trip,One Day Pass,electric,1,0.0,False,False,False,False,True
497807012,2025-04-01 07:11:00,2025-04-01 07:30:00,19,19.0,4215,4514,34.014309,-118.491341,34.046211,-118.451172,5.126971834620699,16.190437372486418,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497806908,2025-04-01 07:11:00,2025-04-01 07:28:00,17,17.0,4445,4540,34.073639,-118.251572,34.04776,-118.22541,3.7535081225987916,13.247675726819265,One Way,Annual Pass,electric,365,0.0,False,False,False,False,False
497828090,2025-04-01 07:14:00,2025-04-01 10:39:00,204,205.0,3063,3062,34.048038,-118.253738,34.047749,-118.243172,0.974005050094828,0.28507464880824235,One Way,One Day Pass,electric,1,1.0,False,False,False,False,False
497806881,2025-04-01 07:18:00,2025-04-01 07:27:00,9,9.0,4454,4250,34.017899,-118.291718,34.03017,-118.280952,1.6870709145072358,11.24713943004824,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497807712,2025-04-01 07:22:00,2025-04-01 07:46:00,24,24.0,3066,3066,34.063389,-118.23616,34.063389,-118.23616,0.0,0.0,Round Trip,Walk-up,electric,1,0.0,False,False,False,False,True
497807217,2025-04-01 07:30:00,2025-04-01 07:35:00,5,5.0,4390,4304,34.069271,-118.296593,34.06258,-118.290092,0.9550593829256862,11.460712595108234,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497807669,2025-04-01 07:33:00,2025-04-01 07:45:00,12,12.0,4445,4491,34.073639,-118.251572,34.04744,-118.24794,2.9323457400237545,14.661728700118772,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497807346,2025-04-01 07:33:00,2025-04-01 07:39:00,6,6.0,3014,3030,34.05661,-118.237213,34.051941,-118.24353,0.7798799162378061,7.79879916237806,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497808011,2025-04-01 07:35:00,2025-04-01 07:51:00,16,16.0,4644,4614,34.061859,-118.45002,34.07365,-118.439842,1.6118008624773201,6.04425323428995,One Way,Walk-up,electric,1,0.0,False,False,False,False,False
497807588,2025-04-01 07:37:00,2025-04-01 07:44:00,7,7.0,3014,3030,34.05661,-118.237213,34.051941,-118.24353,0.7798799162378061,6.6846849963240516,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497807465,2025-04-01 07:37:00,2025-04-01 07:42:00,5,5.0,3014,3030,34.05661,-118.237213,34.051941,-118.24353,0.7798799162378061,9.358558994853674,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497807990,2025-04-01 07:38:00,2025-04-01 07:50:00,12,12.0,4486,3075,34.06126,-118.258598,34.04211,-118.256187,2.1409366069486344,10.704683034743171,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497807981,2025-04-01 07:42:00,2025-04-01 07:50:00,8,8.0,4250,4454,34.03017,-118.280952,34.017899,-118.291718,1.6870709145072358,12.653031858804269,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497807802,2025-04-01 07:43:00,2025-04-01 07:47:00,4,4.0,3005,4512,34.0485,-118.258537,34.043812,-118.264969,0.7892537236800665,11.838805855200999,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497807805,2025-04-01 07:44:00,2025-04-01 07:47:00,3,3.0,3022,3042,34.04607,-118.233093,34.049301,-118.238808,0.6374322909724827,12.748645819449653,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497808129,2025-04-01 07:46:00,2025-04-01 07:52:00,6,6.0,4596,4606,34.168331,-118.396156,34.168629,-118.377068,1.7564378574983361,17.564378574983362,One Way,Walk-up,electric,1,0.0,False,False,False,False,False
497808273,2025-04-01 07:48:00,2025-04-01 07:55:00,7,7.0,4518,4456,34.057968,-118.299751,34.052429,-118.302017,0.6503246225897055,5.574211050768904,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497808230,2025-04-01 07:48:00,2025-04-01 07:54:00,6,6.0,4304,4311,34.06258,-118.290092,34.059689,-118.294662,0.5296833235775724,5.296833235775724,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497808232,2025-04-01 07:50:00,2025-04-01 07:54:00,4,4.0,4311,4304,34.059689,-118.294662,34.06258,-118.290092,0.5296833235775724,7.9452498536635865,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497808611,2025-04-01 07:50:00,2025-04-01 07:59:00,9,9.0,4546,4549,34.031399,-118.453629,34.022449,-118.438332,1.7255943255458506,11.503962170305671,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497817832,2025-04-01 07:51:00,2025-04-01 09:19:00,88,88.0,4246,4558,34.023708,-118.279167,34.025688,-118.395302,10.705028422177383,7.298883015120944,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497808314,2025-04-01 07:52:00,2025-04-01 07:55:00,3,3.0,4250,4273,34.03017,-118.280952,34.02586,-118.284103,0.5603572929565248,11.207145859130495,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497810436,2025-04-01 07:54:00,2025-04-01 08:04:00,10,10.0,4312,3000,34.06699,-118.290878,,,,,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497808478,2025-04-01 07:55:00,2025-04-01 07:57:00,2,2.0,4643,4613,34.07262,-118.44944,34.069752,-118.445351,0.49350771896456685,14.805231568937005,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497811390,2025-04-01 07:57:00,2025-04-01 08:28:00,31,31.0,4456,4548,34.052429,-118.302017,34.026829,-118.393517,8.898556881811226,17.223013319634628,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497810175,2025-04-01 07:59:00,2025-04-01 08:04:00,5,5.0,4643,4614,34.07262,-118.44944,34.07365,-118.439842,0.8914151277368738,10.696981532842486,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497810237,2025-04-01 08:00:00,2025-04-01 08:04:00,4,4.0,4304,4444,34.06258,-118.290092,34.061619,-118.305573,1.430066268768173,21.450994031522598,One Way,Annual Pass,electric,365,0.0,False,False,False,False,False
497810252,2025-04-01 08:01:00,2025-04-01 08:05:00,4,4.0,3042,3022,34.049301,-118.238808,34.04607,-118.233093,0.6374322909724827,9.56148436458724,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497811601,2025-04-01 08:05:00,2025-04-01 08:32:00,27,27.0,4545,4536,33.95879,-118.44828,33.989079,-118.462257,3.6061717957652575,8.013715101700573,One Way,Walk-up,standard,1,0.0,False,False,False,False,False
497810640,2025-04-01 08:05:00,2025-04-01 08:11:00,6,6.0,3014,3030,34.05661,-118.237213,34.051941,-118.24353,0.7798799162378061,7.79879916237806,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497810575,2025-04-01 08:05:00,2025-04-01 08:09:00,4,4.0,3022,3042,34.04607,-118.233093,34.049301,-118.238808,0.6374322909724827,9.56148436458724,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497810889,2025-04-01 08:07:00,2025-04-01 08:16:00,9,9.0,4510,4473,34.077351,-118.264549,34.07159,-118.282288,1.754925425828716,11.699502838858107,One Way,Walk-up,standard,1,0.0,False,False,False,False,False
497810887,2025-04-01 08:07:00,2025-04-01 08:16:00,9,9.0,4549,4546,34.022449,-118.438332,34.031399,-118.453629,1.7255943255458506,11.503962170305671,One Way,Walk-up,standard,1,0.0,False,False,False,False,False
497811218,2025-04-01 08:08:00,2025-04-01 08:23:00,15,15.0,4479,4227,34.031502,-118.288742,34.0298,-118.270309,1.709138907608851,6.836555630435404,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497810930,2025-04-01 08:11:00,2025-04-01 08:16:00,5,5.0,3075,3047,34.04211,-118.256187,34.039982,-118.266403,0.9705896031475926,11.647075237771112,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497811436,2025-04-01 08:14:00,2025-04-01 08:29:00,15,15.0,3042,3037,34.049301,-118.238808,34.034801,-118.231277,1.7553043208456627,7.021217283382651,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497811732,2025-04-01 08:17:00,2025-04-01 08:33:00,16,16.0,4632,4579,33.986671,-118.440948,33.984859,-118.431129,0.9274640752003153,3.477990282001182,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497811719,2025-04-01 08:19:00,2025-04-01 08:33:00,14,14.0,3047,3035,34.039982,-118.266403,34.048401,-118.260948,1.0625393862521295,4.553740226794841,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497811247,2025-04-01 08:19:00,2025-04-01 08:24:00,5,5.0,4562,4564,34.02697,-118.428207,34.035351,-118.434143,1.0806023093304238,12.967227711965085,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497813297,2025-04-01 08:20:00,2025-04-01 08:51:00,31,31.0,4652,4652,34.02705,-118.485184,34.02705,-118.485184,0.0,0.0,Round Trip,Monthly Pass,standard,30,0.0,False,False,False,False,True
497811979,2025-04-01 08:23:00,2025-04-01 08:27:00,4,4.0,3047,3000,34.039982,-118.266403,,,,,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497811530,2025-04-01 08:26:00,2025-04-01 08:31:00,5,5.0,4606,4595,34.168629,-118.377068,34.16835,-118.387497,0.9599852972958697,11.519823567550437,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497811409,2025-04-01 08:26:00,2025-04-01 08:29:00,3,3.0,3069,3062,34.05088,-118.248253,34.047749,-118.243172,0.5833905063033133,11.667810126066266,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497811447,2025-04-01 08:26:00,2025-04-01 08:30:00,4,4.0,4250,4273,34.03017,-118.280952,34.02586,-118.284103,0.5603572929565248,8.405359394347872,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497812004,2025-04-01 08:29:00,2025-04-01 08:37:00,8,8.0,4206,4209,33.998341,-118.461014,33.996239,-118.477448,1.532936570476173,11.497024278571297,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497811866,2025-04-01 08:29:00,2025-04-01 08:35:00,6,6.0,3014,3066,34.05661,-118.237213,34.063389,-118.23616,0.7600061555698905,7.600061555698905,One Way,Walk-up,standard,1,0.0,False,False,False,False,False
497811996,2025-04-01 08:30:00,2025-04-01 08:37:00,7,7.0,4540,3036,34.04776,-118.22541,34.039188,-118.232529,1.1570480537079142,9.917554746067836,One Way,Annual Pass,electric,365,0.0,False,False,False,False,False
497811920,2025-04-01 08:32:00,2025-04-01 08:36:00,4,4.0,3014,3030,34.05661,-118.237213,34.051941,-118.24353,0.7798799162378061,11.69819874356709,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497811950,2025-04-01 08:33:00,2025-04-01 08:37:00,4,4.0,4250,4245,34.03017,-118.280952,34.02404,-118.283409,0.7182486310530894,10.773729465796341,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497812784,2025-04-01 08:33:00,2025-04-01 08:47:00,14,14.0,3047,4273,34.039982,-118.266403,34.02586,-118.284103,2.2640914229562097,9.703248955526613,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497812327,2025-04-01 08:34:00,2025-04-01 08:42:00,8,8.0,4579,4521,33.984859,-118.431129,33.990318,-118.412048,1.86101351071105,13.957601330332874,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497812314,2025-04-01 08:35:00,2025-04-01 08:39:00,4,4.0,4566,3000,34.023392,-118.399223,,,,,One Way,Annual Pass,electric,365,0.0,False,False,False,False,False
497812031,2025-04-01 08:35:00,2025-04-01 08:38:00,3,3.0,4266,4245,34.026291,-118.277687,34.02404,-118.283409,0.5837136082597083,11.674272165194166,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497812121,2025-04-01 08:35:00,2025-04-01 08:39:00,4,4.0,4643,4613,34.07262,-118.44944,34.069752,-118.445351,0.49350771896456685,7.4026157844685025,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497812391,2025-04-01 08:37:00,2025-04-01 08:43:00,6,6.0,4523,4444,34.068748,-118.30928,34.061619,-118.305573,0.863125914389791,8.63125914389791,One Way,Annual Pass,standard,365,0.0,False,False,False,False,False
497813852,2025-04-01 08:38:00,2025-04-01 08:56:00,18,18.0,3052,3081,34.051102,-118.264557,34.031891,-118.250183,2.5134204633257764,8.378068211085921,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497812600,2025-04-01 08:38:00,2025-04-01 08:45:00,7,7.0,3014,3030,34.05661,-118.237213,34.051941,-118.24353,0.7798799162378061,6.6846849963240516,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497813476,2025-04-01 08:38:00,2025-04-01 08:53:00,15,15.0,4672,4314,34.045021,-118.253189,34.057709,-118.279762,2.8255761302688187,11.302304521075275,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497812401,2025-04-01 08:38:00,2025-04-01 08:43:00,5,5.0,3014,3016,34.05661,-118.237213,34.052898,-118.241562,0.5752303538098783,6.90276424571854,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497819013,2025-04-01 08:39:00,2025-04-01 09:08:00,29,29.0,3014,3000,34.05661,-118.237213,,,,,One Way,Walk-up,standard,1,0.0,False,False,False,False,False
497813696,2025-04-01 08:40:00,2025-04-01 08:55:00,15,15.0,3022,3005,34.04607,-118.233093,34.0485,-118.258537,2.359763684209911,9.439054736839644,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497812954,2025-04-01 08:40:00,2025-04-01 08:48:00,8,8.0,4575,4580,34.000309,-118.402527,33.982929,-118.410828,2.07858231612199,15.589367370914925,One Way,Annual Pass,electric,365,0.0,False,False,False,False,False
497816314,2025-04-01 08:41:00,2025-04-01 09:05:00,24,24.0,4549,4547,34.022449,-118.438332,33.9897,-118.448883,3.7691621621210047,9.422905405302512,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
497813315,2025-04-01 08:42:00,2025-04-01 08:52:00,10,10.0,3026,4491,34.063179,-118.24588,34.04744,-118.24794,1.7603563856626978,10.562138313976188,One Way,Monthly Pass,electric,30,0.0,False,False,False,False,False
497813479,2025-04-01 08:43:00,2025-04-01 08:53:00,10,10.0,4300,3018,34.04887,-118.2743,34.043732,-118.260139,1.4243213640649695,8.545928184389817,One Way,Monthly Pass,standard,30,0.0,False,False,False,False,False
