weather_time,temp_c,precip_mm,wind_mps,gust_mps,pressure_hpa,rel_humidity_pct,weather_code
2025-04-15 04:00:00-07:00,10.9,0.0,4.3,,1016.9,95.0,1.0
2025-04-15 05:00:00-07:00,10.9,0.0,1.8,,1017.1,95.0,1.0
2025-04-15 06:00:00-07:00,10.6,0.0,1.4,,1017.2,96.0,2.0
2025-04-15 07:00:00-07:00,11.2,0.0,1.4,,1018.1,95.0,2.0
2025-04-15 08:00:00-07:00,12.7,0.0,3.2,,1018.7,84.0,3.0
2025-04-15 09:00:00-07:00,14.4,0.0,4.0,,1018.7,70.0,3.0
2025-04-15 10:00:00-07:00,15.9,0.0,5.4,,1018.6,62.0,3.0
2025-04-15 11:00:00-07:00,17.5,0.0,6.5,,1018.4,52.0,3.0
2025-04-15 12:00:00-07:00,18.9,0.0,10.8,,1018.2,50.0,3.0
2025-04-15 13:00:00-07:00,19.4,0.0,11.5,16.0,1017.5,47.0,3.0
2025-04-15 14:00:00-07:00,19.8,0.0,14.0,,1017.0,44.0,3.0
2025-04-15 15:00:00-07:00,19.2,0.0,15.1,,1016.7,43.0,3.0
2025-04-15 16:00:00-07:00,18.6,0.0,14.8,,1016.2,44.0,3.0
2025-04-15 17:00:00-07:00,17.7,0.0,14.4,,1015.8,48.0,3.0
2025-04-15 18:00:00-07:00,16.6,0.0,13.0,,1015.5,54.0,2.0
2025-04-15 19:00:00-07:00,15.3,0.0,11.5,,1015.5,62.0,3.0
2025-04-15 20:00:00-07:00,14.5,0.0,9.4,,1015.7,68.0,3.0
2025-04-15 21:00:00-07:00,14.1,0.0,8.3,,1016.3,72.0,3.0
2025-04-15 22:00:00-07:00,13.9,0.0,8.3,,1016.7,75.0,3.0
2025-04-15 23:00:00-07:00,13.7,0.0,8.3,,1016.7,76.0,3.0
2025-04-16 00:00:00-07:00,13.3,0.0,8.3,,1016.5,78.0,3.0
2025-04-16 01:00:00-07:00,13.1,0.0,7.9,,1016.3,80.0,3.0
2025-04-16 02:00:00-07:00,12.8,0.0,7.6,,1016.1,82.0,3.0
2025-04-16 03:00:00-07:00,12.5,0.0,7.2,,1015.8,84.0,3.0
2025-04-16 04:00:00-07:00,12.1,0.0,5.8,,1015.6,86.0,3.0
2025-04-16 05:00:00-07:00,11.7,0.0,4.3,,1015.6,88.0,3.0
2025-04-16 06:00:00-07:00,11.3,0.0,2.9,,1015.6,90.0,2.0
2025-04-16 07:00:00-07:00,11.5,0.0,4.0,,1015.6,89.0,1.0
2025-04-16 08:00:00-07:00,13.3,0.0,3.2,,1015.6,77.0,1.0
2025-04-16 09:00:00-07:00,15.0,0.0,4.3,,1015.9,66.0,2.0
2025-04-16 10:00:00-07:00,16.9,0.0,6.8,,1016.0,52.0,2.0
2025-04-16 11:00:00-07:00,18.0,0.0,8.3,,1015.4,46.0,3.0
2025-04-16 12:00:00-07:00,18.8,0.0,13.0,16.0,1015.2,42.0,3.0
2025-04-16 13:00:00-07:00,19.1,0.0,14.0,19.0,1014.6,41.0,3.0
2025-04-16 14:00:00-07:00,19.3,0.0,14.4,19.0,1014.0,39.0,3.0
2025-04-16 15:00:00-07:00,19.3,0.0,13.3,19.0,1013.6,40.0,3.0
2025-04-16 16:00:00-07:00,18.7,0.0,14.8,17.0,1013.2,43.0,3.0
2025-04-16 17:00:00-07:00,17.5,0.0,15.5,18.0,1013.2,48.0,2.0
2025-04-16 18:00:00-07:00,16.2,0.0,14.8,,1013.3,59.0,3.0
2025-04-16 19:00:00-07:00,15.2,0.0,11.5,,1013.3,66.0,3.0
2025-04-16 20:00:00-07:00,14.6,0.0,11.2,,1013.4,70.0,3.0
2025-04-16 21:00:00-07:00,14.4,0.0,10.1,,1014.1,72.0,3.0
2025-04-16 22:00:00-07:00,14.0,0.0,9.4,,1014.6,75.0,1.0
2025-04-16 23:00:00-07:00,13.5,0.0,8.6,,1014.6,78.0,1.0
2025-04-17 00:00:00-07:00,12.9,0.0,7.6,,1014.5,81.0,2.0
2025-04-17 01:00:00-07:00,12.7,0.0,5.4,,1014.5,82.0,3.0
2025-04-17 02:00:00-07:00,12.5,0.0,3.6,,1014.1,83.0,2.0
2025-04-17 03:00:00-07:00,12.2,0.0,3.6,,1013.6,83.0,2.0
2025-04-17 04:00:00-07:00,11.8,0.0,3.2,,1013.5,84.0,2.0
2025-04-17 05:00:00-07:00,11.6,0.0,2.2,,1013.4,84.0,2.0
2025-04-17 06:00:00-07:00,11.7,0.0,3.2,,1014.1,85.0,3.0
2025-04-17 07:00:00-07:00,11.9,0.0,2.5,,1014.7,84.0,3.0
2025-04-17 08:00:00-07:00,13.2,0.0,3.2,,1015.0,79.0,3.0
2025-04-17 09:00:00-07:00,14.5,0.1,5.8,,1015.1,72.0,7.0
2025-04-17 10:00:00-07:00,15.3,0.0,6.8,,1015.2,67.0,3.0
2025-04-17 11:00:00-07:00,18.1,0.0,5.8,,1014.8,51.0,3.0
2025-04-17 12:00:00-07:00,17.1,0.0,10.8,,1015.1,56.0,3.0
2025-04-17 13:00:00-07:00,17.9,0.0,13.3,,1014.8,52.0,3.0
2025-04-17 14:00:00-07:00,17.2,0.0,14.0,,1014.6,55.0,3.0
2025-04-17 15:00:00-07:00,16.4,0.0,14.0,,1014.4,61.0,3.0
2025-04-17 16:00:00-07:00,16.0,0.0,14.8,,1013.9,64.0,3.0
2025-04-17 17:00:00-07:00,17.1,0.0,11.9,,1013.6,59.0,3.0
2025-04-17 18:00:00-07:00,14.8,0.0,14.4,,1013.5,72.0,3.0
2025-04-17 19:00:00-07:00,14.4,0.0,12.6,,1013.5,76.0,3.0
2025-04-17 20:00:00-07:00,14.2,0.0,11.9,,1013.6,78.0,3.0
2025-04-17 21:00:00-07:00,14.3,0.0,11.9,,1014.0,77.0,3.0
2025-04-17 22:00:00-07:00,14.0,0.0,11.2,,1014.6,77.0,3.0
2025-04-17 23:00:00-07:00,14.5,0.0,5.0,,1014.7,78.0,2.0
2025-04-18 00:00:00-07:00,13.1,0.0,11.9,,1015.0,82.0,3.0
2025-04-18 01:00:00-07:00,13.0,0.0,13.3,,1015.1,82.0,2.0
2025-04-18 02:00:00-07:00,12.8,0.0,14.0,,1014.9,83.0,2.0
2025-04-18 03:00:00-07:00,12.6,0.0,12.6,,1014.5,90.0,2.0
2025-04-18 04:00:00-07:00,12.1,0.0,13.7,20.0,1014.4,91.0,3.0
2025-04-18 05:00:00-07:00,13.0,0.0,1.1,,1014.5,88.0,3.0
2025-04-18 06:00:00-07:00,11.1,0.0,13.0,,1014.5,94.0,3.0
2025-04-18 07:00:00-07:00,11.4,0.0,11.9,,1015.2,90.0,2.0
2025-04-18 08:00:00-07:00,12.4,0.0,11.9,,1015.8,80.0,2.0
2025-04-18 09:00:00-07:00,13.5,0.0,11.9,,1015.9,70.0,2.0
2025-04-18 10:00:00-07:00,14.7,0.0,11.5,,1016.2,63.0,3.0
2025-04-18 11:00:00-07:00,18.8,0.0,5.4,,1016.0,52.0,3.0
2025-04-18 12:00:00-07:00,16.4,0.0,12.2,16.0,1016.3,56.0,3.0
2025-04-18 13:00:00-07:00,16.7,0.0,12.6,19.0,1015.8,54.0,3.0
2025-04-18 14:00:00-07:00,16.8,0.0,11.5,14.0,1015.6,54.0,3.0
2025-04-18 15:00:00-07:00,17.1,0.0,11.9,18.0,1015.0,53.0,3.0
2025-04-18 16:00:00-07:00,16.2,0.0,11.9,,1014.6,56.0,3.0
2025-04-18 17:00:00-07:00,17.2,0.0,12.2,,1014.9,60.0,3.0
2025-04-18 18:00:00-07:00,14.8,0.0,9.0,,1014.6,62.0,3.0
2025-04-18 19:00:00-07:00,14.0,0.0,7.9,,1015.0,65.0,3.0
2025-04-18 20:00:00-07:00,13.1,0.0,7.2,,1015.5,69.0,2.0
2025-04-18 21:00:00-07:00,12.7,0.0,5.0,,1016.4,73.0,1.0
2025-04-18 22:00:00-07:00,12.3,0.0,3.6,,1017.2,78.0,2.0
2025-04-18 23:00:00-07:00,13.3,0.0,1.4,,1016.9,83.0,1.0
2025-04-19 00:00:00-07:00,11.7,0.0,1.8,,1018.2,84.0,2.0
2025-04-19 01:00:00-07:00,12.2,0.0,2.5,,1018.7,82.0,2.0
2025-04-19 02:00:00-07:00,11.6,0.0,2.2,,1018.5,84.0,2.0
2025-04-19 03:00:00-07:00,11.1,0.0,2.9,,1018.5,85.0,2.0
2025-04-19 04:00:00-07:00,10.7,0.0,4.3,,1018.6,86.0,2.0
2025-04-19 05:00:00-07:00,11.4,0.0,2.2,,1016.4,92.0,2.0
2025-04-19 06:00:00-07:00,9.6,0.0,4.7,,1019.1,90.0,2.0
2025-04-19 07:00:00-07:00,9.9,0.0,5.4,,1019.9,88.0,1.0
2025-04-19 08:00:00-07:00,11.8,0.0,4.3,,1020.3,76.0,1.0
2025-04-19 09:00:00-07:00,14.3,0.0,3.2,,1020.4,66.0,1.0
2025-04-19 10:00:00-07:00,17.1,0.0,4.0,,1020.1,55.0,1.0
2025-04-19 11:00:00-07:00,19.2,0.0,1.4,,1017.4,52.0,1.0
2025-04-19 12:00:00-07:00,21.7,0.0,12.6,,1019.3,41.0,1.0
2025-04-19 13:00:00-07:00,21.9,0.0,14.4,19.0,1018.9,41.0,1.0
2025-04-19 14:00:00-07:00,21.2,0.0,16.6,18.0,1018.6,43.0,1.0
2025-04-19 15:00:00-07:00,20.5,0.0,18.4,17.0,1018.1,46.0,1.0
2025-04-19 16:00:00-07:00,20.3,0.0,19.4,23.0,1017.5,38.0,1.0
2025-04-19 17:00:00-07:00,18.1,0.0,12.2,18.0,1015.4,57.0,1.0
2025-04-19 18:00:00-07:00,19.4,0.0,15.5,,1017.1,48.0,1.0
2025-04-19 19:00:00-07:00,17.9,0.0,13.3,16.0,1017.1,52.0,1.0
2025-04-19 20:00:00-07:00,16.2,0.0,11.9,,1017.4,62.0,1.0
2025-04-19 21:00:00-07:00,15.7,0.0,11.5,,1017.9,66.0,1.0
2025-04-19 22:00:00-07:00,15.0,0.0,11.2,,1018.3,70.0,1.0
2025-04-19 23:00:00-07:00,13.8,0.0,6.1,,1017.8,87.0,1.0
2025-04-20 00:00:00-07:00,14.1,0.0,6.5,,1018.9,73.0,1.0
2025-04-20 01:00:00-07:00,13.4,0.0,4.7,,1018.8,78.0,1.0
2025-04-20 02:00:00-07:00,12.6,0.0,2.9,,1018.4,83.0,1.0
2025-04-20 03:00:00-07:00,12.1,0.0,3.2,,1018.0,87.0,1.0
2025-04-20 04:00:00-07:00,11.7,0.0,2.2,,1018.0,90.0,1.0
2025-04-20 05:00:00-07:00,13.0,0.0,2.5,,1016.9,86.0,1.0
2025-04-20 06:00:00-07:00,10.6,0.0,3.2,,1018.3,93.0,1.0
2025-04-20 07:00:00-07:00,11.3,0.0,6.1,,1019.0,89.0,1.0
2025-04-20 08:00:00-07:00,13.6,0.0,5.4,,1019.2,76.0,1.0
2025-04-20 09:00:00-07:00,16.4,0.0,2.9,,1019.2,62.0,1.0
2025-04-20 10:00:00-07:00,19.5,0.0,4.0,,1019.1,48.0,1.0
2025-04-20 11:00:00-07:00,19.0,0.0,4.7,,1017.8,54.0,1.0
2025-04-20 12:00:00-07:00,23.6,0.0,10.8,,1018.0,34.0,1.0
2025-04-20 13:00:00-07:00,24.0,0.0,12.6,,1017.4,34.0,1.0
2025-04-20 14:00:00-07:00,23.6,0.0,13.0,,1016.9,34.0,3.0
2025-04-20 15:00:00-07:00,22.9,0.0,13.7,,1016.2,36.0,1.0
2025-04-20 16:00:00-07:00,22.0,0.0,13.7,,1015.6,38.0,1.0
2025-04-20 17:00:00-07:00,18.5,0.0,10.8,,1015.3,58.0,1.0
2025-04-20 18:00:00-07:00,19.3,0.0,14.8,,1015.0,43.0,3.0
2025-04-20 19:00:00-07:00,17.2,0.0,14.8,,1014.8,56.0,3.0
2025-04-20 20:00:00-07:00,15.4,0.0,14.0,,1015.0,72.0,3.0
2025-04-20 21:00:00-07:00,14.5,0.0,10.8,,1016.3,77.0,1.0
2025-04-20 22:00:00-07:00,13.9,0.0,9.0,,1016.5,82.0,2.0
2025-04-20 23:00:00-07:00,13.8,0.0,2.5,,1016.1,83.0,3.0
2025-04-21 00:00:00-07:00,12.9,0.0,5.4,,1016.4,88.0,3.0
2025-04-21 01:00:00-07:00,12.6,0.0,5.4,,1016.4,89.0,3.0
2025-04-21 02:00:00-07:00,12.3,0.0,5.8,,1015.9,90.0,3.0
2025-04-21 03:00:00-07:00,11.8,0.0,5.0,,1015.4,92.0,3.0
2025-04-21 04:00:00-07:00,11.3,0.0,4.7,,1015.2,94.0,3.0
2025-04-21 05:00:00-07:00,11.9,0.0,2.5,,1014.8,90.0,3.0
2025-04-21 06:00:00-07:00,10.7,0.0,5.0,,1015.4,98.0,3.0
2025-04-21 07:00:00-07:00,11.3,0.0,5.8,,1015.7,97.0,3.0
2025-04-21 08:00:00-07:00,13.1,0.0,5.4,,1016.0,88.0,3.0
2025-04-21 09:00:00-07:00,15.5,0.0,4.3,,1015.9,73.0,3.0
2025-04-21 10:00:00-07:00,18.3,0.0,5.0,,1015.7,58.0,2.0
2025-04-21 11:00:00-07:00,18.6,0.0,3.2,,1015.2,54.0,1.0
2025-04-21 12:00:00-07:00,22.5,0.0,11.2,,1014.9,43.0,1.0
2025-04-21 13:00:00-07:00,22.6,0.0,13.3,,1014.3,44.0,1.0
2025-04-21 14:00:00-07:00,21.7,0.0,13.7,17.0,1014.1,46.0,1.0
2025-04-21 15:00:00-07:00,20.8,0.0,13.3,,1013.8,48.0,1.0
2025-04-21 16:00:00-07:00,19.9,0.0,13.7,18.0,1013.3,51.0,1.0
2025-04-21 17:00:00-07:00,18.4,0.0,10.4,,1013.0,55.0,1.0
2025-04-21 18:00:00-07:00,17.9,0.0,13.0,,1013.1,58.0,1.0
2025-04-21 19:00:00-07:00,15.5,0.0,13.0,,1013.8,75.0,1.0
2025-04-21 20:00:00-07:00,14.8,0.0,9.4,,1014.4,79.0,2.0
2025-04-21 21:00:00-07:00,14.5,0.0,6.5,,1015.1,81.0,1.0
2025-04-21 22:00:00-07:00,14.3,0.0,6.1,,1015.6,83.0,1.0
2025-04-21 23:00:00-07:00,13.6,0.0,2.2,,1014.6,83.0,1.0
2025-04-22 00:00:00-07:00,13.6,0.0,3.6,,1015.6,86.0,2.0
2025-04-22 01:00:00-07:00,13.4,0.0,3.6,,1015.5,86.0,2.0
2025-04-22 02:00:00-07:00,13.3,0.0,4.0,,1015.1,86.0,2.0
2025-04-22 03:00:00-07:00,13.0,0.0,3.2,,1014.9,87.0,3.0
2025-04-22 04:00:00-07:00,12.7,0.0,3.6,,1014.7,87.0,3.0
2025-04-22 05:00:00-07:00,12.4,0.0,4.0,,1014.7,82.0,3.0
2025-04-22 06:00:00-07:00,12.2,0.0,3.6,,1014.7,83.0,3.0
2025-04-22 07:00:00-07:00,12.1,0.0,3.6,,1014.9,83.0,3.0
2025-04-22 08:00:00-07:00,12.5,0.0,3.6,,1014.8,81.0,3.0
2025-04-22 09:00:00-07:00,13.9,0.0,4.0,,1014.9,74.0,3.0
2025-04-22 10:00:00-07:00,16.4,0.0,5.8,,1014.9,61.0,3.0
2025-04-22 11:00:00-07:00,18.6,0.0,8.6,15.0,1014.6,53.0,3.0
2025-04-22 12:00:00-07:00,20.2,0.0,11.5,17.0,1014.4,48.0,2.0
2025-04-22 13:00:00-07:00,20.7,0.0,12.2,,1013.9,48.0,1.0
2025-04-22 14:00:00-07:00,20.5,0.0,13.3,20.0,1013.6,49.0,2.0
2025-04-22 15:00:00-07:00,19.8,0.0,14.8,21.0,1013.2,50.0,1.0
2025-04-22 16:00:00-07:00,19.0,0.0,15.5,15.0,1012.9,55.0,1.0
2025-04-22 17:00:00-07:00,17.9,0.0,14.8,,1012.9,61.0,1.0
2025-04-22 18:00:00-07:00,16.7,0.0,12.6,,1012.8,66.0,3.0
2025-04-22 19:00:00-07:00,15.5,0.0,10.4,,1012.7,73.0,1.0
2025-04-22 20:00:00-07:00,14.6,0.0,8.6,,1013.2,78.0,1.0
2025-04-22 21:00:00-07:00,14.4,0.0,7.6,,1013.7,78.0,2.0
2025-04-22 22:00:00-07:00,14.2,0.0,6.5,,1013.9,80.0,1.0
2025-04-22 23:00:00-07:00,13.8,0.0,5.4,,1014.0,82.0,1.0
2025-04-23 00:00:00-07:00,13.5,0.0,4.7,,1014.3,83.0,2.0
2025-04-23 01:00:00-07:00,13.6,0.0,3.6,,1014.4,76.0,3.0
2025-04-23 02:00:00-07:00,13.5,0.0,3.6,,1014.2,75.0,3.0
2025-04-23 03:00:00-07:00,13.5,0.0,4.0,,1014.0,74.0,3.0
2025-04-23 04:00:00-07:00,13.3,0.0,4.3,,1014.0,74.0,3.0
2025-04-23 05:00:00-07:00,13.2,0.0,5.0,,1013.8,74.0,3.0
2025-04-23 06:00:00-07:00,13.0,0.0,6.5,,1013.9,74.0,3.0
2025-04-23 07:00:00-07:00,13.2,0.0,6.5,,1014.1,73.0,3.0
2025-04-23 08:00:00-07:00,13.9,0.0,5.8,,1014.4,70.0,3.0
2025-04-23 09:00:00-07:00,15.0,0.0,5.8,,1014.5,64.0,3.0
2025-04-23 10:00:00-07:00,16.6,0.0,5.0,,1014.6,57.0,3.0
2025-04-23 11:00:00-07:00,18.7,0.0,7.2,,1014.6,49.0,3.0
2025-04-23 12:00:00-07:00,20.3,0.0,11.2,,1014.3,46.0,2.0
2025-04-23 13:00:00-07:00,20.9,0.0,13.7,,1014.4,46.0,2.0
2025-04-23 14:00:00-07:00,20.1,0.0,14.0,,1014.2,52.0,3.0
2025-04-23 15:00:00-07:00,19.1,0.0,15.5,,1013.7,56.0,2.0
2025-04-23 16:00:00-07:00,18.2,0.0,14.8,,1013.4,58.0,1.0
2025-04-23 17:00:00-07:00,17.5,0.0,14.4,,1013.4,59.0,2.0
2025-04-23 18:00:00-07:00,16.4,0.0,14.0,,1013.4,63.0,2.0
2025-04-23 19:00:00-07:00,15.2,0.0,13.0,,1013.6,68.0,1.0
2025-04-23 20:00:00-07:00,14.3,0.0,10.4,,1013.9,74.0,1.0
2025-04-23 21:00:00-07:00,13.7,0.0,9.0,,1014.8,76.0,1.0
2025-04-23 22:00:00-07:00,13.5,0.0,7.9,,1015.4,79.0,2.0
2025-04-23 23:00:00-07:00,13.3,0.0,6.8,,1015.5,80.0,2.0
2025-04-24 00:00:00-07:00,13.0,0.0,4.0,,1015.7,81.0,2.0
2025-04-24 01:00:00-07:00,12.6,0.0,2.5,,1015.7,83.0,2.0
2025-04-24 02:00:00-07:00,13.5,0.0,4.0,,1015.2,76.0,1.0
2025-04-24 03:00:00-07:00,13.3,0.0,3.2,,1015.0,77.0,3.0
2025-04-24 04:00:00-07:00,13.0,0.0,3.2,,1015.1,77.0,3.0
2025-04-24 05:00:00-07:00,13.1,0.0,4.0,,1015.0,77.0,3.0
2025-04-24 06:00:00-07:00,12.9,0.0,4.3,,1015.1,78.0,3.0
2025-04-24 07:00:00-07:00,13.5,0.0,6.8,,1015.2,76.0,3.0
2025-04-24 08:00:00-07:00,13.9,0.0,7.2,,1015.6,76.0,3.0
2025-04-24 09:00:00-07:00,14.6,0.0,5.4,,1015.7,71.0,3.0
2025-04-24 10:00:00-07:00,15.8,0.0,4.3,,1015.8,65.0,3.0
2025-04-24 11:00:00-07:00,17.1,0.0,6.1,,1015.8,59.0,3.0
2025-04-24 12:00:00-07:00,18.9,0.0,7.9,15.0,1015.0,54.0,3.0
2025-04-24 13:00:00-07:00,20.0,0.0,11.2,19.0,1014.3,49.0,3.0
2025-04-24 14:00:00-07:00,20.7,0.0,13.0,18.0,1013.8,47.0,3.0
2025-04-24 15:00:00-07:00,19.8,0.0,15.5,20.0,1013.5,50.0,3.0
2025-04-24 16:00:00-07:00,18.8,0.0,16.2,,1013.1,53.0,3.0
2025-04-24 17:00:00-07:00,17.7,0.0,18.4,15.0,1013.0,56.0,3.0
2025-04-24 18:00:00-07:00,16.6,0.0,18.0,,1013.1,59.0,3.0
2025-04-24 19:00:00-07:00,15.5,0.0,16.9,,1013.1,62.0,3.0
2025-04-24 20:00:00-07:00,14.8,0.0,15.5,,1013.4,64.0,3.0
2025-04-24 21:00:00-07:00,14.5,0.0,6.5,19.0,1013.7,67.0,3.0
2025-04-24 22:00:00-07:00,14.2,0.0,8.6,,1013.5,68.0,3.0
2025-04-24 23:00:00-07:00,13.6,0.0,14.0,,1014.1,75.0,3.0
2025-04-25 00:00:00-07:00,12.9,0.0,10.4,,1014.2,82.0,2.0
2025-04-25 01:00:00-07:00,12.5,0.0,8.3,,1014.1,84.0,1.0
2025-04-25 02:00:00-07:00,12.3,0.0,6.8,,1014.0,84.0,2.0
2025-04-25 03:00:00-07:00,12.4,0.0,8.6,,1014.0,83.0,1.0
2025-04-25 04:00:00-07:00,12.2,0.0,8.6,,1014.3,83.0,2.0
2025-04-25 05:00:00-07:00,12.3,0.0,8.3,,1014.3,83.0,2.0
2025-04-25 06:00:00-07:00,12.1,0.0,7.6,,1014.5,83.0,3.0
2025-04-25 07:00:00-07:00,12.3,0.0,8.6,,1015.3,80.0,3.0
2025-04-25 08:00:00-07:00,13.0,0.0,7.9,,1015.1,76.0,3.0
2025-04-25 09:00:00-07:00,13.9,0.0,7.9,,1015.3,69.0,3.0
2025-04-25 10:00:00-07:00,15.9,0.0,10.8,16.0,1015.5,56.0,3.0
2025-04-25 11:00:00-07:00,17.2,0.0,13.0,18.0,1015.6,48.0,2.0
2025-04-25 12:00:00-07:00,17.9,0.0,13.7,16.0,1015.6,43.0,2.0
2025-04-25 13:00:00-07:00,18.0,0.0,14.4,21.0,1015.3,48.0,3.0
2025-04-25 14:00:00-07:00,17.9,0.0,15.5,21.0,1015.5,46.0,3.0
2025-04-25 15:00:00-07:00,17.2,0.0,14.8,20.0,1015.2,45.0,2.0
2025-04-25 16:00:00-07:00,16.9,0.0,14.8,19.0,1014.8,44.0,2.0
2025-04-25 17:00:00-07:00,16.0,0.0,15.1,,1014.6,49.0,2.0
2025-04-25 18:00:00-07:00,15.3,0.0,15.8,,1014.7,55.0,2.0
2025-04-25 19:00:00-07:00,14.5,0.0,15.5,,1014.4,61.0,3.0
2025-04-25 20:00:00-07:00,13.6,0.0,14.8,,1014.6,69.0,3.0
2025-04-25 21:00:00-07:00,13.3,0.0,12.6,,1015.2,73.0,2.0
2025-04-25 22:00:00-07:00,12.9,0.0,10.4,,1015.3,76.0,2.0
2025-04-25 23:00:00-07:00,12.6,0.0,10.4,,1015.1,76.0,2.0
2025-04-26 00:00:00-07:00,12.5,0.0,9.7,,1014.9,76.0,2.0
2025-04-26 01:00:00-07:00,12.1,0.0,8.3,,1014.9,77.0,2.0
2025-04-26 02:00:00-07:00,11.9,0.0,7.6,,1014.7,78.0,2.0
2025-04-26 03:00:00-07:00,11.7,0.0,7.6,,1014.3,80.0,2.0
2025-04-26 04:00:00-07:00,11.3,0.0,4.7,,1013.8,80.0,3.0
2025-04-26 05:00:00-07:00,10.7,0.0,4.0,,1013.7,83.0,2.0
2025-04-26 06:00:00-07:00,10.5,0.0,5.8,,1013.7,84.0,2.0
2025-04-26 07:00:00-07:00,11.1,0.0,7.2,,1014.1,80.0,3.0
2025-04-26 08:00:00-07:00,12.3,0.0,8.6,,1014.2,72.0,3.0
2025-04-26 09:00:00-07:00,11.9,0.7,13.3,,1014.1,80.0,8.0
2025-04-26 10:00:00-07:00,11.7,1.9,18.4,,1013.9,85.0,9.0
2025-04-26 11:00:00-07:00,12.6,0.4,15.5,19.0,1014.4,80.0,8.0
2025-04-26 12:00:00-07:00,14.7,0.1,14.8,21.0,1014.4,67.0,17.0
2025-04-26 13:00:00-07:00,15.7,0.0,15.5,23.0,1014.1,59.0,3.0
2025-04-26 14:00:00-07:00,15.7,0.4,17.3,20.0,1014.2,58.0,17.0
2025-04-26 15:00:00-07:00,15.3,0.1,16.6,17.0,1014.1,56.0,17.0
2025-04-26 16:00:00-07:00,15.1,0.1,16.6,,1013.9,57.0,17.0
2025-04-26 17:00:00-07:00,14.5,0.2,15.1,17.0,1013.8,60.0,17.0
2025-04-26 18:00:00-07:00,13.9,0.0,13.3,,1014.1,62.0,2.0
2025-04-26 19:00:00-07:00,13.0,0.2,13.7,,1014.3,67.0,17.0
2025-04-26 20:00:00-07:00,12.7,0.0,12.2,,1014.4,71.0,2.0
2025-04-26 21:00:00-07:00,12.0,0.0,10.8,,1015.4,77.0,2.0
2025-04-26 22:00:00-07:00,11.7,0.0,11.2,,1016.0,81.0,2.0
2025-04-26 23:00:00-07:00,11.2,0.0,11.2,,1016.5,85.0,2.0
2025-04-27 00:00:00-07:00,10.9,0.0,7.6,,1016.4,87.0,2.0
2025-04-27 01:00:00-07:00,10.4,0.0,4.3,,1016.1,88.0,2.0
2025-04-27 02:00:00-07:00,9.7,0.0,5.0,,1015.9,91.0,1.0
2025-04-27 03:00:00-07:00,9.5,0.0,5.0,,1016.0,92.0,1.0
2025-04-27 04:00:00-07:00,9.0,0.0,5.8,,1016.5,93.0,1.0
2025-04-27 05:00:00-07:00,8.5,0.0,5.8,,1016.8,94.0,1.0
2025-04-27 06:00:00-07:00,8.3,0.0,5.8,,1017.1,93.0,2.0
2025-04-27 07:00:00-07:00,9.2,0.0,6.5,,1017.7,89.0,3.0
2025-04-27 08:00:00-07:00,11.0,0.0,5.4,,1018.2,82.0,3.0
2025-04-27 09:00:00-07:00,13.1,0.0,2.9,,1018.4,71.0,3.0
2025-04-27 10:00:00-07:00,14.2,0.0,7.2,,1018.5,64.0,3.0
2025-04-27 11:00:00-07:00,15.8,0.0,10.1,16.0,1018.1,54.0,3.0
2025-04-27 12:00:00-07:00,15.9,0.0,11.2,17.0,1018.3,56.0,3.0
2025-04-27 13:00:00-07:00,16.6,0.0,13.3,20.0,1017.8,54.0,3.0
2025-04-27 14:00:00-07:00,16.5,0.0,14.4,20.0,1017.8,56.0,3.0
2025-04-27 15:00:00-07:00,16.4,0.0,16.2,19.0,1017.9,59.0,3.0
2025-04-27 16:00:00-07:00,15.6,0.0,15.8,17.0,1017.7,63.0,3.0
2025-04-27 17:00:00-07:00,15.7,0.0,15.5,18.0,1017.5,63.0,3.0
2025-04-27 18:00:00-07:00,14.9,0.0,15.5,21.0,1017.5,67.0,3.0
2025-04-27 19:00:00-07:00,14.1,0.0,15.1,,1017.2,71.0,3.0
2025-04-27 20:00:00-07:00,13.4,0.0,12.6,,1017.5,78.0,2.0
2025-04-27 21:00:00-07:00,13.3,0.0,9.4,,1018.5,81.0,2.0
2025-04-27 22:00:00-07:00,13.0,0.0,7.6,23.0,1018.7,85.0,2.0
2025-04-27 23:00:00-07:00,12.7,0.0,6.8,,1018.6,87.0,1.0
2025-04-28 00:00:00-07:00,12.3,0.0,7.6,,1018.6,89.0,1.0
2025-04-28 01:00:00-07:00,11.8,0.0,6.1,,1018.5,91.0,1.0
2025-04-28 02:00:00-07:00,11.5,0.0,5.0,,1018.5,91.0,1.0
2025-04-28 03:00:00-07:00,11.2,0.0,4.3,,1018.2,92.0,2.0
2025-04-28 04:00:00-07:00,11.0,0.0,4.7,,1018.2,93.0,1.0
2025-04-28 05:00:00-07:00,10.9,0.0,5.8,,1018.2,92.0,3.0
2025-04-28 06:00:00-07:00,11.0,0.0,6.8,,1018.0,91.0,3.0
2025-04-28 07:00:00-07:00,11.8,0.0,7.9,,1018.2,86.0,2.0
2025-04-28 08:00:00-07:00,13.2,0.0,7.2,,1018.7,77.0,2.0
2025-04-28 09:00:00-07:00,15.2,0.0,5.0,,1018.6,67.0,2.0
2025-04-28 10:00:00-07:00,16.9,0.0,1.8,,1018.3,56.0,2.0
2025-04-28 11:00:00-07:00,18.4,0.0,6.1,,1018.4,47.0,2.0
